question,expected_document,hit,correct_rank,top_result,returned_paths,method
Do I need to dress differently if I am heading to a client's site?,guides/office/dress_code.md,1,1.0,guides/office/dress_code.md,"[""guides/office/dress_code.md"", ""roles/mid_content_designer.md"", ""guides/welfare/ethical_boundaries.md"", ""roles/lead_content_designer.md"", ""roles/mid_designer.md""]",hybrid_0.8
What is the general vibe for what we should wear to work each day?,guides/office/dress_code.md,1,1.0,guides/office/dress_code.md,"[""guides/office/dress_code.md"", ""guides/welfare/state_of_mind.md"", ""guides/welfare/expectations.md"", ""company/welcome_pack.md"", ""guides/equality-diversity-and-inclusion/README.md""]",hybrid_0.8
What should I do if the fridge or snack cupboard is running low on items?,guides/office/kitchen.md,1,1.0,guides/office/kitchen.md,"[""guides/office/kitchen.md"", ""benefits/lunchers.md"", ""guides/welfare/raising_an_issue.md"", ""roles/associate_product_manager.md"", ""roles/senior_product_manager.md""]",hybrid_0.8
Is there a specific rule I should follow before using the coffee grinder?,guides/office/kitchen.md,1,1.0,guides/office/kitchen.md,"[""guides/office/kitchen.md"", ""guides/line-management/promotions.md"", ""guides/it/slack.md"", ""guides/it/Miro.md"", ""guides/it/docker.md""]",hybrid_0.8
Am I supposed to just leave my dirty dishes in the sink until someone else clears them?,guides/office/kitchen.md,1,1.0,guides/office/kitchen.md,"[""guides/office/kitchen.md"", ""guides/office/clear_desk_clear_screen.md"", ""guides/security/security_clearance_guidance.md"", ""guides/security/office_visitors.md"", ""guides/security/document_sharing.md""]",hybrid_0.8
What is the process if I need to use a dish but the dishwasher is already running?,guides/office/kitchen.md,1,1.0,guides/office/kitchen.md,"[""guides/office/kitchen.md"", ""benefits/lunchers.md"", ""guides/it/Miro.md"", ""guides/jury_service.md"", ""guides/process/scheduling/how_scheduling_works.md""]",hybrid_0.8
How should I handle it if the recycling bin is completely full?,guides/office/kitchen.md,1,1.0,guides/office/kitchen.md,"[""guides/office/kitchen.md"", ""guides/cloud/azure_sandbox.md"", ""guides/office/clear_desk_clear_screen.md"", ""benefits/cycle_to_work_scheme.md"", ""guides/security/leavers_laptop.md""]",hybrid_0.8
Where can I find the handbook that covers my specific regional office?,guides/office/officehandbook.md,1,1.0,guides/office/officehandbook.md,"[""guides/office/officehandbook.md"", ""guides/contributing_to_the_handbook.md"", ""README.md"", ""roles/practice_head_business_analysis_change.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md""]",hybrid_0.8
Who should I message if I need help setting up a PEEP for accessibility?,guides/office/officehandbook.md,1,5.0,guides/security/access_control.md,"[""guides/security/access_control.md"", ""guides/security/acceptable_use_policy.md"", ""guides/welfare/raising_an_issue.md"", ""guides/hiring/referral_policy.md"", ""guides/office/officehandbook.md""]",hybrid_0.8
Is there a specific tool I should use when I need to reserve a desk at the office?,guides/office/officehandbook.md,1,4.0,guides/security/office_visitors.md,"[""guides/security/office_visitors.md"", ""guides/office/clear_desk_clear_screen.md"", ""benefits/work_ready.md"", ""guides/office/officehandbook.md"", ""guides/it/Hardware.md""]",hybrid_0.8
"If I accidentally leave a mess in a meeting room, what's the expectation for tidying up?",guides/office/officehandbook.md,1,5.0,guides/office/kitchen.md,"[""guides/office/kitchen.md"", ""guides/office/clear_desk_clear_screen.md"", ""guides/security/office_visitors.md"", ""guides/welfare/expectations.md"", ""guides/office/officehandbook.md""]",hybrid_0.8
How can I get in touch with the operations team if I have a question about the office facilities?,guides/office/officehandbook.md,1,1.0,guides/office/officehandbook.md,"[""guides/office/officehandbook.md"", ""guides/Relocation.md"", ""guides/security/office_visitors.md"", ""guides/onboarding.md"", ""roles/sfia (legacy)/junior_delivery_manager.md""]",hybrid_0.8
Do I need to do anything specific to receive my work laptop before I start?,guides/onboarding.md,1,4.0,guides/it/Hardware.md,"[""guides/it/Hardware.md"", ""benefits/work_ready.md"", ""guides/security/taking-mt-laptops-abroad.md"", ""guides/onboarding.md"", ""guides/security/leavers_laptop.md""]",hybrid_0.8
What exactly does the BPSS security check process involve and how do I complete it?,guides/onboarding.md,1,1.0,guides/onboarding.md,"[""guides/onboarding.md"", ""guides/security/security_clearance_guidance.md"", ""guides/it/laptop_security.md"", ""guides/policy/dealing_code_policy.md"", ""guides/process/people/capability_procedure.md""]",hybrid_0.8
Will I be expected to work from an office on my first day or is it completely remote?,guides/onboarding.md,1,4.0,benefits/flexible_working.md,"[""benefits/flexible_working.md"", ""benefits/hybrid_working.md"", ""guides/security/office_visitors.md"", ""guides/onboarding.md"", ""benefits/work_ready.md""]",hybrid_0.8
Who should I reach out to if I have trouble accessing my email or team accounts on my first morning?,guides/onboarding.md,0,,guides/security/access_control.md,"[""guides/security/access_control.md"", ""guides/security/last_day.md"", ""guides/cloud/aws_sandbox.md"", ""guides/buddy_guidance.md"", ""guides/security/lost_or_stolen.md""]",hybrid_0.8
Does the group onboarding week mean my start time will be different than a standard day?,guides/onboarding.md,0,,company/welcome_pack.md,"[""company/welcome_pack.md"", ""benefits/flexible_working.md"", ""guides/welfare/leave-and-time-off.md"", ""guides/compensation/salary_pay_slips.md"", ""benefits/taking_holiday.md""]",hybrid_0.8
What do I need to do with my personal files before my final day?,guides/security/leavers_laptop.md,0,,guides/security/last_day.md,"[""guides/security/last_day.md"", ""benefits/work_ready.md"", ""guides/security/document_sharing.md"", ""guides/office/clear_desk_clear_screen.md"", ""guides/security/bring_your_own_device.md""]",hybrid_0.8
Should I peel off all the stickers I put on my laptop before sending it back?,guides/security/leavers_laptop.md,1,1.0,guides/security/leavers_laptop.md,"[""guides/security/leavers_laptop.md"", ""guides/it/laptop_replacements.md"", ""guides/office/clear_desk_clear_screen.md"", ""guides/it/Hardware.md"", ""guides/security/lost_or_stolen.md""]",hybrid_0.8
Is there any way I can keep the laptop or buy it off the company?,guides/security/leavers_laptop.md,1,1.0,guides/security/leavers_laptop.md,"[""guides/security/leavers_laptop.md"", ""guides/it/laptop_replacements.md"", ""guides/security/lost_or_stolen.md"", ""guides/it/Hardware.md"", ""guides/security/taking-mt-laptops-abroad.md""]",hybrid_0.8
Who do I contact if I can't get into the expense system to pay for the shipping?,guides/security/leavers_laptop.md,0,,guides/compensation/expenses.md,"[""guides/compensation/expenses.md"", ""roles/sfia (legacy)/senior_delivery_manager.md"", ""guides/Relocation.md"", ""roles/delivery_director.md"", ""roles/sfia (legacy)/delivery_support_analyst.md""]",hybrid_0.8
How should I ship the hardware to make sure it is protected during transit?,guides/security/leavers_laptop.md,0,,guides/security/office_visitors.md,"[""guides/security/office_visitors.md"", ""guides/security/bring_your_own_device.md"", ""guides/security/lost_or_stolen.md"", ""guides/security/acceptable_use_policy.md"", ""roles/associate_delivery_manager.md""]",hybrid_0.8
What happens to my job if I accidentally break this policy?,guides/policy/anti_corruption_and_bribery_policy.md,1,2.0,guides/equality-diversity-and-inclusion/policy.md,"[""guides/equality-diversity-and-inclusion/policy.md"", ""guides/policy/anti_corruption_and_bribery_policy.md"", ""guides/security/acceptable_use_policy.md"", ""benefits/income_protection_and_life_insurance.md"", ""guides/security/bring_your_own_device.md""]",hybrid_0.8
Who is the main person I should reach out to if I have questions about this policy?,guides/policy/anti_corruption_and_bribery_policy.md,0,,guides/security/acceptable_use_policy.md,"[""guides/security/acceptable_use_policy.md"", ""guides/equality-diversity-and-inclusion/policy.md"", ""guides/hiring/referral_policy.md"", ""guides/security/data_protection.md"", ""guides/security/bring_your_own_device.md""]",hybrid_0.8
Can I accept a gift from a supplier if it is worth less than 100 pounds?,guides/policy/anti_corruption_and_bribery_policy.md,0,,benefits/help_to_buy_tech.md,"[""benefits/help_to_buy_tech.md"", ""benefits/cycle_to_work_scheme.md"", ""guides/office/kitchen.md"", ""benefits/work_ready.md"", ""guides/compensation/expenses.md""]",hybrid_0.8
Are we allowed to make donations to political groups or organizations?,guides/policy/anti_corruption_and_bribery_policy.md,1,2.0,benefits/getting_together.md,"[""benefits/getting_together.md"", ""guides/policy/anti_corruption_and_bribery_policy.md"", ""team-norms/principles.md"", ""guides/equality-diversity-and-inclusion/about-open-and-closed-community.md"", ""guides/policy/whistleblowing_policy.md""]",hybrid_0.8
Do I need to keep track of every gift or bit of hospitality I receive?,guides/policy/anti_corruption_and_bribery_policy.md,0,,guides/office/kitchen.md,"[""guides/office/kitchen.md"", ""benefits/taking_holiday.md"", ""benefits/work_ready.md"", ""company/welcome_pack.md"", ""guides/line-management/annual_reviews.md""]",hybrid_0.8
Does this anti-slavery policy actually count as part of my employment contract?,guides/policy/anti_slavery_and_human_trafficking_policy.md,1,1.0,guides/policy/anti_slavery_and_human_trafficking_policy.md,"[""guides/policy/anti_slavery_and_human_trafficking_policy.md"", ""guides/equality-diversity-and-inclusion/policy.md"", ""guides/compensation/expenses.md"", ""guides/policy/anti_corruption_and_bribery_policy.md"", ""guides/security/confidentiality_agreements.md""]",hybrid_0.8
Who should I talk to if I have suggestions on how to make this policy better?,guides/policy/anti_slavery_and_human_trafficking_policy.md,0,,guides/welfare/raising_an_issue.md,"[""guides/welfare/raising_an_issue.md"", ""guides/security/acceptable_use_policy.md"", ""guides/equality-diversity-and-inclusion/policy.md"", ""guides/security/bring_your_own_device.md"", ""guides/policy/anti_corruption_and_bribery_policy.md""]",hybrid_0.8
"If I spot something suspicious regarding labor practices, how am I supposed to report it?",guides/policy/anti_slavery_and_human_trafficking_policy.md,0,,guides/policy/whistleblowing_policy.md,"[""guides/policy/whistleblowing_policy.md"", ""guides/policy/anti_corruption_and_bribery_policy.md"", ""guides/welfare/expectation_health_check.md"", ""guides/line-management/README.md"", ""guides/compensation/salary_pay_slips.md""]",hybrid_0.8
What kind of training should I expect to get regarding these supply chain risks?,guides/policy/anti_slavery_and_human_trafficking_policy.md,0,,roles/principal_delivery_manager.md,"[""roles/principal_delivery_manager.md"", ""roles/delivery_director.md"", ""guides/welfare/dse_hs_training.md"", ""roles/head_of_delivery_management.md"", ""roles/lead_delivery_manager.md""]",hybrid_0.8
Are there any protections in place if I report a concern in good faith but end up being wrong?,guides/policy/anti_slavery_and_human_trafficking_policy.md,0,,guides/policy/whistleblowing_policy.md,"[""guides/policy/whistleblowing_policy.md"", ""guides/welfare/expectation_health_check.md"", ""guides/security/office_visitors.md"", ""guides/security/acceptable_use_policy.md"", ""guides/welfare/raising_an_issue.md""]",hybrid_0.8
What exactly counts as inside information that I'm not allowed to share?,guides/policy/dealing_code_policy.md,0,,guides/security/data_protection.md,"[""guides/security/data_protection.md"", ""guides/security/document_sharing.md"", ""guides/security/access_control.md"", ""guides/security/confidentiality_agreements.md"", ""guides/office/clear_desk_clear_screen.md""]",hybrid_0.8
How do I know if I have been designated as a Restricted Person?,guides/policy/dealing_code_policy.md,1,5.0,guides/onboarding.md,"[""guides/onboarding.md"", ""guides/line-management/probation.md"", ""guides/security/security_clearance_guidance.md"", ""guides/security/data_protection.md"", ""guides/policy/dealing_code_policy.md""]",hybrid_0.8
"If I want to trade company securities, who do I need to get clearance from?",guides/policy/dealing_code_policy.md,1,2.0,guides/security/security_clearance_guidance.md,"[""guides/security/security_clearance_guidance.md"", ""guides/policy/dealing_code_policy.md"", ""guides/security/confidentiality_agreements.md"", ""guides/onboarding.md"", ""guides/it/laptop_security.md""]",hybrid_0.8
How long do I have to complete a trade once I get permission?,guides/policy/dealing_code_policy.md,0,,guides/jury_service.md,"[""guides/jury_service.md"", ""benefits/flexible_working.md"", ""guides/line-management/probation.md"", ""guides/security/last_day.md"", ""guides/security/taking-mt-laptops-abroad.md""]",hybrid_0.8
